date,district,pm25,pm10,no2,o3,temperature,humidity,wind_speed,aqi
2023-11-17,Esil,36.83,70.64,24.88,20.65,-7.33,36.11,11.19,70.9
2023-11-18,Esil,47.96,81.59,62.77,57.03,-13.93,46.72,2.83,88.2
2023-11-19,Esil,45.86,90.41,71.29,30.59,-9.81,75.67,1.98,85.9
2023-11-20,Esil,41.69,75.33,34.13,46.27,-10.71,67.67,1.35,65.5
2023-11-21,Esil,42.8,70.0,47.55,16.53,-13.52,70.96,6.42,90.5
2023-11-22,Esil,45.52,73.47,70.25,40.74,-8.85,75.11,10.65,90.1
2023-11-23,Esil,53.62,82.63,50.91,56.48,-12.12,47.13,4.17,102.3
2023-11-24,Esil,47.75,91.27,34.24,47.24,-12.41,51.43,6.11,89.7
2023-11-25,Esil,42.92,80.03,62.81,44.97,-12.64,73.15,4.2,73.4
2023-11-26,Esil,31.72,54.76,65.86,33.68,-7.29,51.01,9.95,45.5
2023-11-27,Esil,39.3,66.7,34.09,36.26,-10.75,41.29,10.25,66.0
2023-11-28,Esil,32.99,59.62,42.26,30.04,-14.55,33.51,7.32,42.8
2023-11-29,Esil,38.17,71.48,38.52,52.36,-16.09,55.05,6.19,79.6
2023-11-30,Esil,49.94,80.87,58.55,18.57,-13.51,59.13,4.14,94.8
2023-12-01,Esil,45.75,88.64,32.02,51.44,-17.18,49.07,10.63,79.7
2023-12-02,Esil,44.14,74.77,63.86,46.27,-14.95,73.54,8.58,92.3
2023-12-03,Esil,45.62,90.6,36.05,18.43,-14.85,41.5,2.87,85.2
2023-12-04,Esil,39.52,59.52,49.68,37.54,-10.59,41.32,6.53,78.1
2023-12-05,Esil,37.26,70.51,28.01,27.38,-17.54,50.52,2.85,62.0
2023-12-06,Esil,49.57,81.09,47.87,13.66,-14.64,44.94,7.11,95.3
2023-12-07,Esil,47.31,75.1,62.43,27.2,-9.94,58.76,2.02,85.9
2023-12-08,Esil,41.72,67.28,58.72,52.32,-19.15,39.33,6.47,64.0
2023-12-09,Esil,45.75,84.04,49.98,42.55,-14.93,69.88,10.57,77.2
2023-12-10,Esil,51.39,88.53,59.18,54.08,-12.22,45.79,1.8,75.3
2023-12-11,Esil,44.61,83.73,41.12,43.03,-13.92,69.98,10.76,83.1
2023-12-12,Esil,39.98,72.72,39.56,17.74,-14.52,36.76,2.29,73.8
2023-12-13,Esil,40.16,77.02,25.8,48.03,-16.65,56.96,11.28,60.6
2023-12-14,Esil,40.78,75.02,60.75,66.87,-9.74,58.98,7.89,89.0
2023-12-15,Esil,36.79,61.24,57.59,14.92,-17.51,59.79,2.31,59.5
2023-12-16,Esil,44.56,67.47,51.3,20.31,-15.47,73.66,8.63,89.8
2023-12-17,Esil,48.67,74.31,72.39,59.82,-18.58,76.17,4.17,83.1
2023-12-18,Esil,33.0,53.17,42.46,35.0,-12.33,41.0,9.94,67.2
2023-12-19,Esil,40.95,69.03,24.57,52.39,-13.27,62.16,8.15,79.1
2023-12-20,Esil,48.09,77.72,27.64,47.42,-18.03,42.27,3.3,86.6
2023-12-21,Esil,49.72,93.43,71.89,42.12,-15.17,51.57,9.97,101.1
2023-12-22,Esil,46.86,72.72,44.8,11.58,-12.96,50.72,6.78,95.0
2023-12-23,Esil,55.38,95.74,27.63,14.94,-17.92,76.54,1.4,97.4
2023-12-24,Esil,42.13,63.22,30.73,8.76,-16.86,43.73,5.41,81.2
2023-12-25,Esil,47.35,93.31,29.62,11.8,-12.68,57.42,3.44,88.4
2023-12-26,Esil,56.24,86.85,75.6,16.3,-9.39,60.88,7.71,102.6
2023-12-27,Esil,43.22,86.38,41.92,43.58,-13.4,49.2,11.24,88.8
2023-12-28,Esil,38.89,61.24,48.34,46.08,-13.11,76.14,7.25,79.0
2023-12-29,Esil,43.81,81.25,73.11,5.0,-15.28,42.21,10.4,80.8
2023-12-30,Esil,47.26,84.79,42.44,44.49,-15.79,33.0,7.49,76.6
2023-12-31,Esil,45.4,78.81,39.7,9.48,-13.19,58.16,10.7,69.6
2023-01-01,Almaty,15.91,26.12,35.69,25.58,-21.4,41.12,9.96,22.3
2023-01-02,Almaty,26.3,41.39,63.56,40.22,-11.19,73.76,2.69,39.7
2023-01-03,Almaty,20.07,38.1,64.51,15.39,-13.29,30.59,3.73,39.3
2023-01-04,Almaty,20.09,35.9,25.19,37.0,-14.25,57.15,4.53,27.5
2023-01-05,Almaty,15.91,29.07,50.27,52.64,-14.29,76.53,6.56,22.0
2023-01-06,Almaty,32.05,49.14,31.68,6.71,-21.05,43.91,2.09,44.7
2023-01-07,Almaty,17.01,28.15,42.55,43.58,-13.59,60.52,9.7,14.0
2023-01-08,Almaty,25.27,48.38,47.29,22.08,-15.12,40.5,11.77,26.8
2023-01-09,Almaty,29.75,45.81,56.47,26.71,-9.83,68.72,7.49,53.6
2023-01-10,Almaty,26.9,53.1,22.65,27.53,-13.33,64.91,4.06,43.5
2023-01-11,Almaty,24.33,38.21,30.65,55.98,-21.46,53.71,7.28,23.8
2023-01-12,Almaty,24.61,39.75,66.65,50.5,-13.9,69.5,1.71,56.8
2023-01-13,Almaty,21.18,41.56,54.59,35.7,-13.81,39.22,7.99,27.2
2023-01-14,Almaty,23.02,35.65,49.33,55.38,-13.98,75.93,3.74,26.6
2023-01-15,Almaty,24.76,44.54,39.52,22.3,-14.84,37.58,3.37,39.7
2023-01-16,Almaty,16.53,30.84,37.38,14.56,-6.21,52.3,5.51,39.7
2023-01-17,Almaty,18.72,31.24,46.16,47.18,-11.2,66.18,10.56,28.2
2023-01-18,Almaty,19.09,35.9,31.54,23.04,-10.92,35.7,8.25,26.3
2023-01-19,Almaty,17.34,33.39,63.43,39.54,-9.84,75.95,10.62,31.8
2023-01-20,Almaty,20.66,40.83,25.97,65.85,-15.17,49.51,3.83,33.4
2023-01-21,Almaty,24.74,39.43,64.31,26.64,-13.05,63.8,4.65,40.8
2023-01-22,Almaty,21.69,34.26,50.17,24.34,-15.11,62.82,5.96,30.5
2023-01-23,Almaty,30.04,47.92,28.66,40.99,-11.01,46.62,4.64,53.7
2023-01-24,Almaty,20.0,30.98,18.15,52.45,-13.68,77.2,5.69,32.6
2023-01-25,Almaty,20.44,33.75,24.78,73.3,-4.76,32.84,9.55,32.3
2023-01-26,Almaty,24.47,47.2,26.53,10.43,-9.44,61.97,9.09,30.0
2023-01-27,Almaty,18.06,27.72,18.26,63.53,-15.64,36.19,3.05,31.3
2023-01-28,Almaty,28.65,51.58,53.13,12.45,-15.19,78.22,2.57,41.7
2023-01-29,Almaty,15.84,29.39,63.98,54.48,-6.06,60.21,11.85,24.2
2023-01-30,Almaty,24.7,48.63,30.28,40.03,-9.03,48.23,1.05,38.1
2023-01-31,Almaty,24.36,38.28,31.72,21.58,-10.5,34.03,9.0,41.5
2023-02-01,Almaty,21.77,38.7,21.24,18.15,-13.5,65.0,8.13,39.4
2023-02-02,Almaty,21.17,41.57,37.19,10.49,-10.98,76.14,11.08,30.7
2023-02-03,Almaty,27.7,52.5,47.82,17.12,-12.25,34.77,4.87,72.6
2023-02-04,Almaty,24.29,46.3,55.28,51.29,-11.17,44.03,4.64,44.0
2023-02-05,Almaty,22.45,39.1,38.7,17.49,-9.49,63.86,3.14,37.4
2023-02-06,Almaty,26.13,42.92,35.6,26.85,-14.49,38.21,2.46,46.0
2023-02-07,Almaty,16.47,29.29,32.22,58.54,-12.55,75.96,4.3,24.9
2023-02-08,Almaty,21.84,38.1,18.42,60.17,-7.4,78.57,7.08,28.0
2023-02-09,Almaty,16.85,31.14,18.64,39.42,-11.67,58.27,1.47,15.1
2023-02-10,Almaty,13.75,21.59,62.11,46.14,-13.6,39.44,9.4,16.3
2023-02-11,Almaty,25.08,44.31,33.72,18.27,-6.05,65.21,10.02,45.1
2023-02-12,Almaty,20.44,37.18,47.55,37.44,-7.48,43.78,2.04,28.7
2023-02-13,Almaty,25.69,44.86,42.06,70.01,-5.66,47.64,8.93,50.1
2023-02-14,Almaty,20.43,33.9,28.92,69.14,-13.49,53.96,1.29,21.7
2023-02-15,Almaty,30.85,47.39,65.93,66.82,-6.44,33.09,1.28,64.0
2023-02-16,Almaty,17.25,26.75,19.45,32.84,-4.78,44.59,1.7,34.5
2023-02-17,Almaty,12.11,23.29,33.96,65.31,-6.4,65.38,9.81,20.0
2023-02-18,Almaty,23.37,37.89,35.35,30.48,-11.85,77.21,4.02,36.9
2023-02-19,Almaty,28.27,54.02,26.36,17.01,-7.08,44.62,6.73,53.4
2023-02-20,Almaty,18.1,30.71,17.07,19.29,-8.12,69.78,7.49,22.5
2023-02-21,Almaty,18.92,32.92,49.57,54.2,-4.07,54.77,4.92,46.9
2023-02-22,Almaty,24.86,41.39,52.16,49.4,-8.94,59.26,7.56,47.3
2023-02-23,Almaty,25.57,40.44,43.03,36.36,-7.98,74.64,1.4,48.5
2023-02-24,Almaty,22.19,42.89,62.78,46.67,-4.61,52.75,11.5,48.5
2023-02-25,Almaty,20.49,33.49,23.06,53.3,-9.05,57.45,11.39,42.7
2023-02-26,Almaty,21.11,32.82,50.93,51.52,-6.27,67.02,11.2,45.5
2023-02-27,Almaty,17.55,33.45,41.06,30.18,-2.82,56.17,10.98,34.3
2023-02-28,Almaty,19.96,30.48,30.96,24.45,-10.96,62.94,2.47,20.1
2023-03-01,Almaty,21.22,35.46,49.32,36.86,-6.11,32.87,10.35,41.1
2023-03-02,Almaty,19.13,36.56,43.87,48.03,-3.2,34.32,10.66,16.0
2023-03-03,Almaty,20.76,31.21,46.04,28.47,-6.44,58.1,4.62,31.0
2023-03-04,Almaty,15.36,28.26,52.44,35.18,-2.87,48.22,10.67,17.7
2023-03-05,Almaty,18.44,36.79,54.65,68.31,-8.51,57.96,1.01,29.7
2023-03-06,Almaty,15.53,23.35,29.07,60.4,-3.15,69.59,5.96,26.1
2023-03-07,Almaty,10.88,18.71,35.62,46.85,-8.23,45.06,4.41,21.1
2023-03-08,Almaty,14.07,27.66,42.44,40.69,-6.04,51.62,10.09,33.1
2023-03-09,Almaty,25.46,40.85,42.56,46.39,-7.62,58.15,8.7,47.0
2023-03-10,Almaty,18.32,34.04,53.41,35.15,-9.41,60.5,2.42,38.5
2023-03-11,Almaty,20.1,37.36,44.38,44.69,-2.16,58.53,1.01,43.5
2023-03-12,Almaty,19.23,38.34,64.33,70.7,-1.17,43.9,11.55,40.3
2023-03-13,Almaty,17.91,31.53,58.78,20.05,-5.9,38.61,6.98,33.3
2023-03-14,Almaty,18.01,34.56,39.62,18.52,-1.61,51.62,2.19,36.2
2023-03-15,Almaty,19.83,32.02,45.56,22.15,-6.29,38.22,8.76,29.1
2023-03-16,Almaty,8.02,13.36,35.95,46.21,-1.97,57.2,10.74,31.8
2023-03-17,Almaty,19.74,33.01,41.88,35.13,3.06,72.6,10.5,48.3
2023-03-18,Almaty,15.12,28.06,39.73,68.9,-4.7,76.29,7.85,35.1
2023-03-19,Almaty,20.18,38.72,31.39,62.88,2.41,70.61,10.47,42.4
2023-03-20,Almaty,18.79,35.89,28.47,59.01,-3.9,52.29,4.55,45.0
2023-03-21,Almaty,23.6,46.21,57.12,38.36,-0.69,69.6,5.42,62.2
2023-03-22,Almaty,9.44,17.97,17.17,20.63,-0.29,44.63,9.84,28.2
2023-03-23,Almaty,17.01,29.78,26.11,73.52,1.59,51.92,4.16,37.3
2023-03-24,Almaty,25.48,46.58,34.02,51.72,-0.16,42.32,3.19,52.5
2023-03-25,Almaty,18.32,30.42,63.71,56.5,5.72,64.73,5.02,40.4
2023-03-26,Almaty,16.5,32.05,48.57,57.2,3.88,71.78,8.35,32.6
2023-03-27,Almaty,17.8,31.94,18.43,68.95,6.36,78.26,7.59,28.8
2023-03-28,Almaty,18.62,35.52,24.41,21.68,4.58,56.72,4.04,43.7
2023-03-29,Almaty,24.95,41.13,27.99,32.71,-1.71,49.47,3.72,57.8
2023-03-30,Almaty,16.53,25.26,25.59,73.44,4.49,34.15,2.74,39.8
2023-03-31,Almaty,25.56,39.98,36.67,51.56,4.24,42.02,5.62,73.3
2023-04-01,Almaty,12.79,24.81,29.94,51.61,-0.25,44.81,4.8,30.3
2023-04-02,Almaty,13.47,23.48,23.26,23.95,1.95,66.89,2.88,49.2
2023-04-03,Almaty,19.03,34.26,20.32,48.33,-0.84,60.76,5.2,39.0
2023-04-04,Almaty,14.35,24.61,58.47,34.53,5.52,44.97,1.52,41.4
2023-04-05,Almaty,14.59,26.77,36.33,64.84,7.41,33.04,2.68,45.0
2023-04-06,Almaty,7.81,14.97,48.86,68.49,3.89,79.61,9.3,29.0
2023-04-07,Almaty,7.14,12.24,53.13,67.72,2.37,61.91,6.66,6.1
2023-04-08,Almaty,8.85,17.29,41.33,52.93,-0.09,65.48,9.33,15.4
2023-04-09,Almaty,13.38,23.02,24.57,33.12,8.92,42.75,8.97,38.0
2023-04-10,Almaty,11.99,23.23,29.07,31.8,4.36,34.51,8.89,31.2
2023-04-11,Almaty,6.1,10.2,24.91,37.87,4.8,52.54,9.26,20.9
2023-04-12,Almaty,23.64,38.39,20.01,66.3,7.25,79.41,4.6,56.1
2023-04-13,Almaty,9.68,19.18,46.94,69.07,3.89,63.1,7.94,26.9
2023-04-14,Almaty,14.36,28.45,18.56,74.24,13.9,65.22,1.86,35.0
2023-04-15,Almaty,5.0,7.82,28.95,62.97,4.16,56.24,11.21,7.6
2023-04-16,Almaty,17.02,31.09,47.55,67.33,8.06,31.16,2.69,47.5
2023-04-17,Almaty,9.27,14.73,13.79,30.73,6.28,30.78,3.27,26.7
2023-04-18,Almaty,14.7,23.06,42.61,24.3,7.09,76.78,9.78,41.6
2023-04-19,Almaty,16.33,31.36,53.32,58.41,8.03,51.39,4.08,37.1
2023-04-20,Almaty,8.82,14.68,59.43,58.67,5.94,66.15,6.99,28.3
2023-04-21,Almaty,15.93,27.4,49.06,27.22,16.03,50.69,6.17,41.2
2023-04-22,Almaty,7.83,14.12,60.3,52.59,7.32,64.13,8.07,12.1
2023-04-23,Almaty,15.92,26.08,33.11,44.91,9.26,41.81,4.12,50.2
2023-04-24,Almaty,14.85,22.88,37.95,24.25,11.06,70.21,5.81,44.4
2023-04-25,Almaty,13.85,22.56,45.16,51.14,11.77,77.46,4.57,23.7
2023-04-26,Almaty,6.43,10.97,12.02,78.83,5.88,35.58,2.32,14.3
2023-04-27,Almaty,11.58,20.05,62.2,23.79,7.49,65.87,11.06,17.0
2023-04-28,Almaty,9.83,18.01,38.74,52.4,5.96,76.45,3.8,33.3
2023-04-29,Almaty,9.96,15.9,20.16,67.35,1.46,45.55,5.4,17.9
2023-04-30,Almaty,5.15,10.0,38.9,72.56,8.79,48.72,8.35,15.5
2023-05-01,Almaty,9.15,15.11,38.68,57.16,12.61,73.27,5.25,31.1
2023-05-02,Almaty,18.11,35.52,25.8,55.3,10.63,40.89,10.54,48.8
2023-05-03,Almaty,6.14,11.01,37.35,26.86,11.85,36.94,11.01,37.2
2023-05-04,Almaty,21.95,33.96,20.24,32.03,10.56,47.13,8.14,48.6
2023-05-05,Almaty,5.0,7.73,55.29,39.93,6.43,38.89,10.7,18.8
2023-05-06,Almaty,15.78,28.36,64.19,77.17,7.03,77.22,8.86,52.1
2023-05-07,Almaty,5.49,8.99,28.89,30.22,11.8,45.78,2.43,24.2
2023-05-08,Almaty,7.41,13.06,22.07,26.93,7.66,37.17,11.49,31.6
2023-05-09,Almaty,6.24,9.63,33.92,58.1,8.94,36.97,6.43,8.9
2023-05-10,Almaty,5.0,9.98,61.31,79.95,4.36,33.59,3.42,16.6
2023-05-11,Almaty,8.24,12.75,35.13,45.47,13.47,46.18,3.61,19.7
2023-05-12,Almaty,17.97,31.8,24.6,50.41,8.58,47.86,10.37,42.7
2023-05-13,Almaty,10.92,21.45,15.43,57.18,10.92,60.61,3.9,37.0
2023-05-14,Almaty,5.0,8.05,21.17,43.92,12.06,52.64,1.97,26.2
2023-05-15,Almaty,7.54,13.13,57.52,55.76,13.23,77.34,8.17,38.3
2023-05-16,Almaty,10.24,16.97,55.41,47.02,12.67,57.31,2.36,42.1
2023-05-17,Almaty,5.41,9.41,24.61,36.69,6.56,67.68,2.49,16.8
2023-05-18,Almaty,5.0,8.62,52.91,73.28,6.6,77.48,8.36,19.9
2023-05-19,Almaty,5.0,9.26,19.58,59.86,11.38,49.76,9.8,7.1
2023-05-20,Almaty,5.0,7.95,31.14,64.6,13.54,44.07,8.65,27.3
2023-05-21,Almaty,5.18,9.26,19.37,53.67,15.34,31.45,5.47,14.2
2023-05-22,Almaty,8.78,17.22,39.6,62.5,14.46,66.46,4.41,34.8
2023-05-23,Almaty,5.0,7.97,22.46,44.0,11.22,35.05,9.41,21.7
2023-05-24,Almaty,5.0,9.15,39.49,47.4,20.1,64.34,10.96,29.5
2023-05-25,Almaty,5.5,9.68,27.73,75.7,14.26,65.6,9.01,20.4
2023-05-26,Almaty,5.0,9.66,27.4,54.82,13.62,68.39,3.95,16.2
2023-05-27,Almaty,5.0,7.88,37.44,55.56,15.62,74.35,5.24,17.2
2023-05-28,Almaty,5.0,8.78,36.97,27.37,14.3,66.56,7.89,21.7
2023-05-29,Almaty,5.0,8.82,13.17,46.77,9.58,65.46,9.75,25.3
2023-05-30,Almaty,7.06,12.06,24.62,57.71,13.71,31.56,8.59,32.7
2023-05-31,Almaty,9.06,13.91,35.26,38.75,16.24,59.04,1.07,33.5
2023-06-01,Almaty,5.1,8.28,12.5,50.94,15.43,73.0,5.36,21.8
2023-06-02,Almaty,5.0,8.24,50.95,61.59,18.51,78.1,8.78,34.2
2023-06-03,Almaty,7.7,12.04,47.28,55.98,16.93,62.7,10.89,26.2
2023-06-04,Almaty,5.0,8.73,15.54,70.76,16.68,35.21,2.47,28.2
2023-06-05,Almaty,7.25,14.08,20.93,33.16,16.94,43.99,6.71,26.0
2023-06-06,Almaty,11.13,20.88,22.84,29.91,16.88,35.29,7.76,31.7
2023-06-07,Almaty,10.73,16.71,41.6,37.11,16.25,64.96,4.92,30.4
2023-06-08,Almaty,6.92,10.43,28.8,36.22,16.87,78.79,8.53,26.3
2023-06-09,Almaty,7.63,12.41,61.1,26.33,11.79,60.16,2.94,36.5
2023-06-10,Almaty,5.07,9.8,38.37,65.99,15.37,33.36,2.89,19.9
2023-06-11,Almaty,13.82,22.55,56.87,28.02,19.07,53.81,6.6,55.9
2023-06-12,Almaty,5.0,8.83,53.81,31.23,15.98,47.01,2.65,26.9
2023-06-13,Almaty,5.0,9.72,25.66,73.46,10.89,77.81,4.07,11.0
2023-06-14,Almaty,5.0,9.39,61.41,55.03,14.63,51.15,9.97,16.2
2023-06-15,Almaty,7.72,14.89,26.77,66.32,11.73,40.58,1.46,26.2
2023-06-16,Almaty,7.39,11.66,57.71,36.86,10.71,60.78,2.43,41.1
2023-06-17,Almaty,5.0,8.97,51.98,52.17,17.99,34.22,1.72,11.8
2023-06-18,Almaty,5.0,9.28,61.37,44.45,8.87,56.65,8.57,15.5
2023-06-19,Almaty,5.0,9.07,37.52,74.39,15.02,57.68,4.79,21.5
2023-06-20,Almaty,5.0,9.63,31.35,75.77,14.64,60.98,11.28,26.6
2023-06-21,Almaty,6.77,10.35,49.1,81.46,24.81,32.95,3.22,41.3
2023-06-22,Almaty,12.38,23.77,17.23,27.86,18.48,76.99,1.74,42.6
2023-06-23,Almaty,5.0,9.33,58.98,72.34,14.75,70.58,2.4,22.1
2023-06-24,Almaty,11.9,21.75,16.17,78.98,15.61,71.62,3.01,22.8
2023-06-25,Almaty,8.43,13.66,39.62,64.17,12.58,45.69,6.35,36.7
2023-06-26,Almaty,5.0,8.58,25.7,32.89,13.53,53.77,7.48,19.8
2023-06-27,Almaty,13.68,21.86,58.92,24.38,11.09,59.53,2.87,35.7
2023-06-28,Almaty,5.0,9.79,26.66,35.12,13.73,41.25,6.19,35.0
2023-06-29,Almaty,5.0,9.13,29.47,51.69,12.69,40.05,9.36,30.9
2023-06-30,Almaty,5.0,9.37,12.47,42.89,15.01,37.85,9.56,31.3
2023-07-01,Almaty,5.0,7.91,30.06,28.43,12.58,75.96,5.13,1.5
2023-07-02,Almaty,5.0,7.53,11.61,57.48,15.67,42.85,9.53,27.9
2023-07-03,Almaty,5.0,8.45,20.84,33.79,13.01,60.68,3.51,13.4
2023-07-04,Almaty,5.0,8.43,40.29,59.67,13.25,45.41,10.92,33.3
2023-07-05,Almaty,5.0,8.29,55.4,82.51,17.58,44.82,4.32,8.3
2023-07-06,Almaty,5.0,7.55,53.61,86.33,17.82,49.07,6.38,28.0
2023-07-07,Almaty,5.0,8.96,13.75,76.44,15.94,56.4,4.68,30.0
2023-07-08,Almaty,5.0,7.88,19.78,65.12,13.22,46.36,11.66,3.6
2023-07-09,Almaty,5.0,7.6,36.28,66.84,17.13,75.28,4.06,15.1
2023-07-10,Almaty,5.0,9.09,51.02,43.22,19.46,71.42,11.67,41.6
2023-07-11,Almaty,7.88,13.91,38.61,76.95,14.99,68.79,2.23,15.5
2023-07-12,Almaty,5.0,8.73,54.31,74.61,18.75,43.57,4.93,26.0
2023-07-13,Almaty,5.0,8.49,32.08,36.5,12.47,60.9,6.06,19.8
2023-07-14,Almaty,5.0,7.81,17.21,45.81,17.57,59.45,6.67,30.5
2023-07-15,Almaty,9.67,16.51,51.57,74.8,11.4,68.16,3.7,38.7
2023-07-16,Almaty,5.0,8.88,50.03,45.95,15.85,66.21,8.5,21.7
2023-07-17,Almaty,6.98,13.5,19.17,45.05,8.96,55.16,1.99,28.6
2023-07-18,Almaty,5.0,8.19,60.5,40.16,12.05,79.48,6.43,12.0
2023-07-19,Almaty,5.0,9.19,24.02,70.52,13.5,33.52,8.52,19.3
2023-07-20,Almaty,13.33,21.61,27.71,70.67,9.04,31.22,8.74,36.9
2023-07-21,Almaty,5.0,8.94,26.67,78.63,14.09,67.75,1.41,19.3
2023-07-22,Almaty,5.0,7.7,35.96,33.57,20.09,72.43,3.1,30.7
2023-07-23,Almaty,5.0,9.42,36.79,80.49,13.45,72.49,11.79,23.1
2023-07-24,Almaty,5.0,8.01,22.07,84.04,12.72,41.77,6.46,13.4
2023-07-25,Almaty,5.0,9.81,60.83,63.2,10.19,46.57,5.37,14.6
2023-07-26,Almaty,7.76,15.41,55.53,40.56,7.78,72.86,3.4,14.5
2023-07-27,Almaty,5.0,8.87,33.83,54.4,9.35,46.16,4.15,25.6
2023-07-28,Almaty,5.0,9.06,53.97,46.04,14.37,61.93,10.9,24.5
2023-07-29,Almaty,5.0,8.18,43.93,27.87,11.37,43.65,5.92,31.0
2023-07-30,Almaty,5.0,7.5,35.19,28.51,14.35,38.79,3.43,24.4
2023-07-31,Almaty,5.32,9.22,53.82,71.16,8.14,75.92,3.37,17.9
2023-08-01,Almaty,5.0,8.94,19.28,61.77,3.21,73.5,10.7,15.9
2023-08-02,Almaty,5.0,9.53,28.52,79.72,16.46,34.15,7.37,21.2
2023-08-03,Almaty,5.0,9.15,18.61,32.12,12.88,45.32,1.38,22.2
2023-08-04,Almaty,5.0,9.4,48.36,85.16,12.69,73.73,11.39,9.9
2023-08-05,Almaty,5.0,8.68,23.73,68.38,11.52,52.65,10.42,25.8
2023-08-06,Almaty,9.69,17.08,51.69,81.38,9.34,63.43,5.4,39.8
2023-08-07,Almaty,9.02,13.92,34.1,30.78,5.09,48.68,2.47,29.1
2023-08-08,Almaty,8.36,13.98,42.03,55.04,12.63,75.06,7.24,27.2
2023-08-09,Almaty,5.0,7.68,28.33,73.01,11.5,57.15,3.94,20.5
2023-08-10,Almaty,5.0,8.36,23.33,81.36,15.6,50.5,4.48,44.8
2023-08-11,Almaty,5.4,8.66,22.9,71.27,11.2,32.48,2.44,16.0
2023-08-12,Almaty,5.0,9.67,17.04,36.6,11.59,31.82,5.87,22.3
2023-08-13,Almaty,5.0,8.54,60.97,25.63,5.43,54.13,11.17,21.9
2023-08-14,Almaty,5.0,8.6,25.12,62.91,8.76,55.19,11.14,10.0
2023-08-15,Almaty,5.0,7.51,33.83,25.15,11.58,65.47,8.08,14.8
2023-08-16,Almaty,7.5,12.41,62.13,76.26,5.56,34.1,4.03,30.6
2023-08-17,Almaty,5.0,9.21,36.05,25.29,10.56,73.4,4.51,21.2
2023-08-18,Almaty,5.0,8.7,53.63,70.44,11.92,45.79,3.0,15.1
2023-08-19,Almaty,5.0,9.32,31.93,57.62,5.88,32.3,6.09,24.1
2023-08-20,Almaty,5.0,9.85,32.9,24.15,8.4,55.88,8.49,25.9
2023-08-21,Almaty,5.0,8.19,44.75,64.9,7.32,57.03,7.08,19.7
2023-08-22,Almaty,6.6,12.9,41.66,39.65,6.02,38.95,5.55,14.0
2023-08-23,Almaty,5.0,7.53,17.65,34.23,11.75,46.61,10.09,19.5
2023-08-24,Almaty,5.0,8.25,18.39,61.12,5.54,43.75,5.72,13.7
2023-08-25,Almaty,5.0,7.81,15.84,78.72,5.5,40.08,9.05,21.4
2023-08-26,Almaty,5.11,9.93,25.11,68.49,6.0,31.16,4.07,21.6
2023-08-27,Almaty,10.3,18.73,34.76,33.72,2.21,44.67,3.62,37.7
2023-08-28,Almaty,5.0,9.2,30.88,42.73,3.84,55.97,7.1,16.0
2023-08-29,Almaty,5.0,9.61,16.95,65.82,10.24,60.13,4.74,20.3
2023-08-30,Almaty,5.0,9.23,35.55,30.87,-2.77,44.03,5.86,7.7
2023-08-31,Almaty,5.0,7.95,55.42,64.13,5.04,69.62,6.49,4.0
2023-09-01,Almaty,5.0,7.8,34.78,44.61,4.73,36.08,8.51,23.4
2023-09-02,Almaty,6.13,12.02,32.24,43.06,1.81,70.75,9.24,17.6
2023-09-03,Almaty,5.0,8.04,35.75,64.92,5.83,73.99,6.22,10.6
2023-09-04,Almaty,5.0,9.08,19.19,42.71,3.76,61.49,9.66,28.6
2023-09-05,Almaty,5.0,8.99,60.69,52.52,3.26,39.39,10.44,19.2
2023-09-06,Almaty,11.33,18.28,50.49,32.76,1.5,69.15,8.21,16.3
2023-09-07,Almaty,5.0,8.4,47.23,28.91,0.77,41.83,10.45,12.6
2023-09-08,Almaty,7.27,12.26,28.09,20.39,-0.06,42.18,3.59,9.3
2023-09-09,Almaty,17.36,31.1,35.81,45.82,2.77,33.54,4.49,27.0
2023-09-10,Almaty,5.0,8.28,19.53,37.69,0.51,75.7,11.02,3.9
2023-09-11,Almaty,14.91,22.42,57.22,60.47,2.45,39.48,11.11,22.5
2023-09-12,Almaty,13.11,21.97,44.69,29.63,-1.67,41.18,2.85,21.9
2023-09-13,Almaty,11.46,21.62,45.98,61.07,2.49,38.33,1.48,24.7
2023-09-14,Almaty,5.0,7.99,26.06,51.87,4.96,56.59,3.25,19.4
2023-09-15,Almaty,5.0,9.7,42.98,59.56,4.93,51.87,11.11,31.3
2023-09-16,Almaty,5.0,7.52,54.08,24.1,4.62,46.11,7.51,17.1
2023-09-17,Almaty,5.0,9.71,49.65,32.13,-2.62,39.91,10.85,5.7
2023-09-18,Almaty,5.0,8.07,53.03,29.98,2.87,49.9,3.7,24.8
2023-09-19,Almaty,15.98,30.49,28.53,51.41,3.3,51.08,7.14,38.2
2023-09-20,Almaty,11.47,18.94,20.69,70.45,-5.14,32.77,2.85,18.7
2023-09-21,Almaty,9.06,14.92,29.9,47.99,5.28,47.87,4.04,22.6
2023-09-22,Almaty,8.58,14.37,48.44,25.7,-6.11,41.17,6.37,7.8
2023-09-23,Almaty,5.0,9.46,32.32,75.73,0.98,32.58,11.26,8.6
2023-09-24,Almaty,14.23,28.43,42.05,58.45,-0.14,67.94,4.78,31.0
2023-09-25,Almaty,11.17,16.89,44.07,67.43,0.27,73.09,7.2,12.2
2023-09-26,Almaty,6.22,9.87,42.47,63.75,-0.42,44.4,6.61,8.2
2023-09-27,Almaty,6.64,10.14,37.3,54.05,-3.96,76.32,7.62,8.7
